group_feature,lower,upper,rows_clipped,low_q,high_q
suicidal_tendency:facial_transition_frequency__max,0.3011554583549017,0.50366798275935,0,0.005,0.995
suicidal_tendency:facial_transition_frequency__range,0.3011554583549017,0.50366798275935,0,0.005,0.995
suicidal_tendency:facial_transition_frequency__slope,-0.000948818947079608,0.0010440903721843269,600,0.01,0.99
suicidal_tendency:near_zero_au_activation_ratio__mean,0.9807583113641299,0.9877781307434838,294,0.005,0.995
suicidal_tendency:near_zero_au_activation_ratio__std,0.013588522437839663,0.017668197505217725,300,0.005,0.995
suicidal_tendency:near_zero_au_activation_ratio__min,0.9343773591239456,0.952565269047026,143,0.005,0.995
suicidal_tendency:near_zero_au_activation_ratio__range,0.047434730952974,0.0656226408760544,143,0.005,0.995
suicidal_tendency:near_zero_au_activation_ratio__slope,-0.000160371329225088,0.00013700816130408298,600,0.01,0.99
suicidal_tendency:mean_head_velocity__mean,0.016494858526037035,0.023873991295581123,300,0.005,0.995
suicidal_tendency:mean_head_velocity__std,0.013676262047323052,0.021759600618312384,300,0.005,0.995
suicidal_tendency:mean_head_velocity__max,0.0491098121790337,0.0955785830214108,136,0.005,0.995
suicidal_tendency:mean_head_velocity__range,0.0491098121790337,0.0955785830214108,136,0.005,0.995
suicidal_tendency:mean_head_velocity__slope,-0.000168414131966927,0.0001646760333532347,600,0.01,0.99
suicidal_tendency:head_velocity_peak__mean,2.8767049033919956,4.005418637095343,300,0.005,0.995
suicidal_tendency:head_velocity_peak__std,2.126232254788345,3.227129505059524,300,0.005,0.995
suicidal_tendency:head_velocity_peak__min,0.0,0.0,31,0.005,0.995
suicidal_tendency:head_velocity_peak__max,8.361939269679286,14.115072298326378,33,0.005,0.995
suicidal_tendency:head_velocity_peak__range,8.361939269679286,14.115072298326378,34,0.005,0.995
suicidal_tendency:head_velocity_peak__slope,-0.02392055745132224,0.024734219667110337,600,0.01,0.99
suicidal_tendency:head_motion_energy__mean,0.7197864210046881,1.1102332450620576,300,0.005,0.995
suicidal_tendency:head_motion_energy__std,0.60762746174122,0.7965424920999535,300,0.005,0.995
suicidal_tendency:head_motion_energy__max,2.2072710653435434,2.8086672503933614,72,0.005,0.995
suicidal_tendency:head_motion_energy__range,2.2072710653435434,2.8086672503933614,72,0.005,0.995
suicidal_tendency:head_motion_energy__slope,-0.0071513090684086665,0.005627262080919938,600,0.01,0.99
suicidal_tendency:motion_energy_floor_score__mean,0.9294862948023093,0.9517404233179086,300,0.005,0.995
suicidal_tendency:motion_energy_floor_score__std,0.045542277511927916,0.06063928112112641,300,0.005,0.995
suicidal_tendency:motion_energy_floor_score__min,0.7451271718763317,0.8374947665574712,139,0.005,0.995
suicidal_tendency:motion_energy_floor_score__range,0.1625052334425287,0.2548728281236683,139,0.005,0.995
suicidal_tendency:motion_energy_floor_score__slope,-0.000611141770111222,0.0005907722215970715,600,0.01,0.99
suicidal_tendency:landmark_displacement_mean__mean,0.002762899235525597,0.006213329020908841,300,0.005,0.995
suicidal_tendency:landmark_displacement_mean__std,0.003628559152688297,0.007180342242005102,300,0.005,0.995
suicidal_tendency:landmark_displacement_mean__max,0.0131396515897537,0.03067623980077,130,0.005,0.995
suicidal_tendency:landmark_displacement_mean__range,0.0131396515897537,0.03067623980077,130,0.005,0.995
suicidal_tendency:landmark_displacement_mean__slope,-5.8650900961432e-05,6.16728459844414e-05,600,0.01,0.99
suicidal_tendency:gesture_frequency__mean,0.14154315650066132,0.14762981633725564,300,0.005,0.995
suicidal_tendency:gesture_frequency__std,0.010628949446596972,0.01461225291731489,300,0.005,0.995
suicidal_tendency:gesture_frequency__min,0.0976541095861904,0.12462461152347899,150,0.005,0.995
suicidal_tendency:gesture_frequency__max,0.1653596238503626,0.1787137366810503,69,0.005,0.995
suicidal_tendency:gesture_frequency__range,0.0477213372884499,0.0810596270948599,130,0.005,0.995
suicidal_tendency:gesture_frequency__slope,-0.00011793535635912701,0.00010679045484690131,600,0.01,0.99
suicidal_tendency:posture_rigidity_index__mean,1.3580451755814955,1.4247323308949345,300,0.005,0.995
suicidal_tendency:posture_rigidity_index__std,0.10315893910062064,0.14005564665303416,300,0.005,0.995
suicidal_tendency:posture_rigidity_index__min,1.0531359552449044,1.187009304150379,100,0.005,0.995
suicidal_tendency:posture_rigidity_index__max,1.6055509219459083,1.7829259051179909,70,0.005,0.995
suicidal_tendency:posture_rigidity_index__range,0.4737645867953814,0.7297899498730864,150,0.005,0.995
suicidal_tendency:posture_rigidity_index__slope,-0.001131814015539275,0.0012604286773064948,600,0.01,0.99
suicidal_tendency:micro_motion_energy__mean,14.114844933264608,22.123576913002722,300,0.005,0.995
suicidal_tendency:micro_motion_energy__std,21.010432707841705,28.98110234255294,300,0.005,0.995
suicidal_tendency:micro_motion_energy__max,71.3892837338602,109.79358884535556,149,0.005,0.995
suicidal_tendency:micro_motion_energy__range,71.3892837338602,109.79358884535556,149,0.005,0.995
suicidal_tendency:micro_motion_energy__slope,-0.18718936826628582,0.17624793652317738,600,0.01,0.99
suicidal_tendency:blink_rate__mean,0.577900455699294,0.6045875390392508,300,0.005,0.995
suicidal_tendency:blink_rate__std,0.025770416162399962,0.1203269869392924,300,0.005,0.995
suicidal_tendency:blink_rate__min,0.0,0.540498573249358,83,0.005,0.995
suicidal_tendency:blink_rate__max,0.6517216807855125,0.6896718232920747,18,0.005,0.995
suicidal_tendency:blink_rate__range,0.1232356813340823,0.6896718232920747,135,0.005,0.995
suicidal_tendency:blink_rate__slope,-0.000490196575059329,0.000609582890926029,600,0.01,0.99
suicidal_tendency:blink_duration__mean,0.3734136887184581,0.42434249954907277,300,0.005,0.995
suicidal_tendency:blink_duration__std,0.061490061815368376,0.08725615039970866,300,0.005,0.995
suicidal_tendency:blink_duration__min,0.1721319876973399,0.2821692763058096,87,0.005,0.995
suicidal_tendency:blink_duration__max,0.524819127306444,0.6516779095845987,150,0.005,0.995
suicidal_tendency:blink_duration__range,0.2560187676220806,0.4795459218872588,140,0.005,0.995
suicidal_tendency:blink_duration__slope,-0.0008331672211489209,0.0008394744013004808,600,0.01,0.99
suicidal_tendency:blink_cluster_density__mean,0.1475312625624916,0.18352177716437704,300,0.005,0.995
suicidal_tendency:blink_cluster_density__std,0.07933929486508558,0.1004168688682695,300,0.005,0.995
suicidal_tendency:blink_cluster_density__min,0.0,0.0119377427911404,17,0.005,0.995
suicidal_tendency:blink_cluster_density__max,0.3294718799187079,0.406790452172947,150,0.005,0.995
suicidal_tendency:blink_cluster_density__range,0.32759408076369856,0.406790452172947,150,0.005,0.995
suicidal_tendency:blink_cluster_density__slope,-0.000971685142559806,0.0008627182635028618,600,0.01,0.99
suicidal_tendency:eye_contact_ratio__mean,0.11101982186852141,0.1316301195265543,300,0.005,0.995
suicidal_tendency:eye_contact_ratio__std,0.040599927524552895,0.05663823265271848,300,0.005,0.995
suicidal_tendency:eye_contact_ratio__min,0.0,0.0451677388129907,38,0.005,0.995
suicidal_tendency:eye_contact_ratio__max,0.1979020699665636,0.2920465783468819,31,0.005,0.995
suicidal_tendency:eye_contact_ratio__range,0.17729547833309797,0.2920465783468819,150,0.005,0.995
suicidal_tendency:eye_contact_ratio__slope,-0.0004711751689642009,0.0005140135404327219,600,0.01,0.99
suicidal_tendency:downward_gaze_frequency__mean,0.9334059098384022,0.9936202079940321,296,0.005,0.995
suicidal_tendency:downward_gaze_frequency__std,0.0385160255830155,0.21626878374317388,291,0.005,0.995
suicidal_tendency:downward_gaze_frequency__min,0.0,0.8009805175599918,75,0.005,0.995
suicidal_tendency:downward_gaze_frequency__range,0.1990194824400082,1.0,75,0.005,0.995
suicidal_tendency:downward_gaze_frequency__slope,-0.001441708620921259,0.0013261283614337156,600,0.01,0.99
suicidal_tendency:gaze_shift_frequency__mean,0.9907735940869773,1.0,150,0.005,0.995
suicidal_tendency:gaze_shift_frequency__std,0.0,0.0498975602553732,146,0.005,0.995
suicidal_tendency:gaze_shift_frequency__min,0.6542995618558562,1.0,0,0.005,0.995
suicidal_tendency:gaze_shift_frequency__range,0.0,0.3457004381441437,0,0.005,0.995
suicidal_tendency:gaze_shift_frequency__slope,-0.000259271351293554,0.0002758528438470848,600,0.01,0.99
suicidal_tendency:baseline_eye_openness__mean,0.3314469060616061,0.37930227604670597,300,0.005,0.995
suicidal_tendency:baseline_eye_openness__std,0.06565704447434681,0.10243491778733971,300,0.005,0.995
suicidal_tendency:baseline_eye_openness__min,0.0580113605570442,0.18861771187715,124,0.005,0.995
suicidal_tendency:baseline_eye_openness__max,0.4824094859833262,0.6342915852309526,85,0.005,0.995
suicidal_tendency:baseline_eye_openness__range,0.3398155031388524,0.5762802246739085,143,0.005,0.995
suicidal_tendency:baseline_eye_openness__slope,-0.000723586086652896,0.0008642703679769758,600,0.01,0.99
suicidal_tendency:response_latency_mean__mean,128.24791948789604,205.88027555776102,300,0.005,0.995
suicidal_tendency:response_latency_mean__std,141.9318877031726,192.5038646577883,300,0.005,0.995
suicidal_tendency:response_latency_mean__max,518.7422937255338,782.1224318109059,110,0.005,0.995
suicidal_tendency:response_latency_mean__range,517.7422937255338,781.1224318109059,110,0.005,0.995
suicidal_tendency:response_latency_mean__slope,-1.4763754514678422,1.6454975863360282,600,0.01,0.99
suicidal_tendency:speech_onset_delay__mean,48.753794193660006,67.84588870340761,300,0.005,0.995
suicidal_tendency:speech_onset_delay__std,48.31925759446102,68.70830514971387,300,0.005,0.995
suicidal_tendency:speech_onset_delay__max,177.10605693941454,265.55154135959646,140,0.005,0.995
suicidal_tendency:speech_onset_delay__range,177.10605693941454,265.55154135959646,140,0.005,0.995
suicidal_tendency:speech_onset_delay__slope,-0.4387423787603444,0.48174892897927335,600,0.01,0.99
suicidal_tendency:nod_onset_latency__mean,1.2711508189242329,1.6710851765163786,300,0.005,0.995
suicidal_tendency:nod_onset_latency__std,0.9619486432009046,1.2907457172994188,300,0.005,0.995
suicidal_tendency:nod_onset_latency__max,3.4690492443232936,6.127587995925917,146,0.005,0.995
suicidal_tendency:nod_onset_latency__range,3.4690492443232936,6.127587995925917,146,0.005,0.995
suicidal_tendency:nod_onset_latency__slope,-0.01001008956142599,0.0087466189755288,600,0.01,0.99
suicidal_tendency:pause_duration_mean__mean,0.5344827586206896,0.7735673867576267,293,0.005,0.995
suicidal_tendency:pause_duration_mean__std,0.41904568127830555,0.5017341399171531,300,0.005,0.995
suicidal_tendency:pause_duration_mean__slope,-0.003862970836631399,0.003822404918606016,600,0.01,0.99
suicidal_tendency:extended_silence_ratio__mean,0.24968508139406986,0.4255863897096496,300,0.005,0.995
suicidal_tendency:extended_silence_ratio__std,0.2908864606597924,0.3597040633287885,300,0.005,0.995
suicidal_tendency:extended_silence_ratio__max,0.9643776252875718,1.0,0,0.005,0.995
suicidal_tendency:extended_silence_ratio__range,0.9643776252875718,1.0,0,0.005,0.995
suicidal_tendency:extended_silence_ratio__slope,-0.002625759198849249,0.0026827075904081,600,0.01,0.99
suicidal_tendency:reaction_time_instability_index__mean,0.0002444847390076635,0.000544002965866009,300,0.005,0.995
suicidal_tendency:reaction_time_instability_index__std,0.000339454928337726,0.0007636731470924243,300,0.005,0.995
suicidal_tendency:reaction_time_instability_index__max,0.0015307909985017,0.0026524575689526,148,0.005,0.995
suicidal_tendency:reaction_time_instability_index__range,0.0015307909985017,0.0026524575689526,148,0.005,0.995
suicidal_tendency:reaction_time_instability_index__slope,-4.565454464342772e-06,3.886747270104669e-06,600,0.01,0.99
